TransID,AccountID,Date,Transaction_Type,Amount,Channel,Merchant
T003737,ACC00115,2025-03-21,Payment,7016,Branch,Amazon
T003738,ACC00090,2024-04-09,Transfer,7685,ATM,LocalStore
T003739,ACC00212,2024-09-01,Deposit,5357,Online,LocalStore
T003740,ACC00550,2024-11-28,Transfer,7900,Branch,Target
T003741,ACC00595,2024-04-27,Withdrawal,819,Online,Airbnb
T003742,ACC00539,2024-10-18,Withdrawal,4128,Online,Shell
T003743,ACC00729,2025-05-13,Deposit,1536,Online,Netflix
T003744,ACC00360,2024-02-16,Payment,505,Branch,Hospital
T003745,ACC00486,2025-05-12,Withdrawal,434,ATM,Hospital
T003746,ACC00372,2024-06-02,Withdrawal,2757,ATM,LocalStore
T003747,ACC00215,2023-12-02,Withdrawal,1992,Branch,Target
T003748,ACC00733,2024-07-25,Withdrawal,1478,POS,Apple
T003749,ACC00015,2025-05-01,Transfer,7738,Online,Netflix
T003750,ACC00259,2025-07-02,Transfer,6780,Online,Airbnb
T003751,ACC00778,2025-06-13,Payment,1243,ATM,Uber
T003752,ACC00463,2024-08-03,Deposit,9999,Branch,Airbnb
T003753,ACC00120,2025-07-18,Deposit,8766,Branch,Uber
T003754,ACC00128,2023-08-27,Deposit,3029,POS,Target
T003755,ACC00723,2024-08-14,Withdrawal,1314,POS,Apple
T003756,ACC00523,2025-03-28,Transfer,8044,ATM,Netflix
T003757,ACC00688,2025-02-20,Transfer,142,POS,Uber
T003758,ACC00645,2025-03-29,Payment,458,POS,LocalStore
T003759,ACC00325,2024-03-20,Deposit,6417,Branch,Amazon
T003760,ACC00320,2024-09-12,Transfer,859,Branch,Amazon
T003761,ACC00506,2024-12-14,Payment,5367,POS,LocalStore
T003762,ACC00526,2024-08-24,Deposit,3972,ATM,Apple
T003763,ACC00050,2024-04-25,Withdrawal,9682,POS,Walmart
T003764,ACC00584,2025-08-07,Transfer,9102,ATM,Hospital
T003765,ACC00069,2024-11-26,Transfer,4864,POS,Airbnb
T003766,ACC00391,2024-12-15,Deposit,1549,Branch,Uber
T003767,ACC00383,2023-09-19,Withdrawal,1909,Branch,Amazon
T003768,ACC00016,2024-01-27,Withdrawal,2954,ATM,LocalStore
T003769,ACC00439,2024-11-23,Transfer,4967,POS,Netflix
T003770,ACC00568,2024-03-11,Deposit,5953,POS,Netflix
T003771,ACC00617,2024-09-29,Payment,3254,ATM,Uber
T003772,ACC00132,2024-10-10,Transfer,6346,POS,Walmart
T003773,ACC00560,2024-03-10,Withdrawal,8716,Online,Shell
T003774,ACC00248,2024-08-24,Payment,1601,Branch,Shell
T003775,ACC00273,2025-06-03,Deposit,7963,Branch,Target
T003776,ACC00623,2025-04-03,Withdrawal,7865,ATM,Apple
T003777,ACC00349,2024-04-30,Payment,7805,POS,Apple
T003778,ACC00484,2025-03-27,Transfer,8285,ATM,Airbnb
T003779,ACC00550,2024-07-09,Withdrawal,3752,Online,Airbnb
T003780,ACC00357,2023-08-25,Deposit,2137,POS,Shell
T003781,ACC00752,2025-07-03,Withdrawal,1611,Online,Uber
T003782,ACC00318,2023-11-08,Transfer,1232,ATM,Amazon
T003783,ACC00633,2024-02-20,Deposit,5700,Branch,Amazon
T003784,ACC00048,2024-08-15,Transfer,1852,Online,LocalStore
T003785,ACC00010,2024-11-07,Payment,8068,POS,Uber
T003786,ACC00233,2024-04-27,Withdrawal,9791,ATM,Amazon
T003787,ACC00036,2025-07-27,Transfer,5575,ATM,Walmart
T003788,ACC00413,2024-03-25,Payment,4498,ATM,Hospital
T003789,ACC00462,2024-06-13,Deposit,8210,Branch,Apple
T003790,ACC00004,2024-05-26,Deposit,6960,ATM,Walmart
T003791,ACC00044,2024-01-07,Payment,8916,ATM,Amazon
T003792,ACC00568,2024-04-20,Payment,1937,Branch,Hospital
T003793,ACC00554,2024-02-25,Deposit,8311,ATM,LocalStore
T003794,ACC00255,2024-10-03,Transfer,4939,ATM,Airbnb
T003795,ACC00740,2025-04-10,Payment,8467,Online,Uber
T003796,ACC00114,2025-05-20,Transfer,5502,ATM,Uber
T003797,ACC00749,2025-05-01,Deposit,3233,Branch,Amazon
T003798,ACC00397,2024-12-08,Transfer,6137,Online,Target
T003799,ACC00174,2023-10-02,Transfer,5081,ATM,Amazon
T003800,ACC00255,2025-05-11,Payment,964,Branch,Airbnb
T003801,ACC00466,2025-06-22,Transfer,7060,POS,Airbnb
T003802,ACC00277,2025-04-05,Transfer,9551,ATM,LocalStore
T003803,ACC00464,2024-07-28,Transfer,1584,POS,Shell
T003804,ACC00502,2024-06-26,Deposit,6678,Online,Airbnb
T003805,ACC00441,2023-08-26,Deposit,7105,Branch,Airbnb
T003806,ACC00069,2025-05-02,Withdrawal,7730,Online,Apple
T003807,ACC00509,2024-04-01,Deposit,3265,POS,Walmart
T003808,ACC00326,2025-01-26,Deposit,1068,POS,Apple
T003809,ACC00742,2024-10-30,Withdrawal,1967,POS,Amazon
T003810,ACC00067,2024-04-19,Withdrawal,6658,Branch,Airbnb
T003811,ACC00304,2023-10-25,Payment,4954,POS,Netflix
T003812,ACC00484,2024-09-15,Payment,5068,POS,Hospital
T003813,ACC00548,2024-07-22,Deposit,2529,Branch,Amazon
T003814,ACC00417,2025-03-24,Transfer,7923,POS,LocalStore
T003815,ACC00159,2025-07-29,Payment,2580,ATM,LocalStore
T003816,ACC00149,2023-12-06,Payment,7460,POS,Amazon
T003817,ACC00027,2025-07-27,Deposit,3897,Branch,Uber
T003818,ACC00584,2024-10-24,Transfer,7713,POS,Shell
T003819,ACC00248,2024-06-08,Withdrawal,6427,Branch,Walmart
T003820,ACC00101,2025-07-12,Withdrawal,9089,POS,Shell
T003821,ACC00702,2024-04-19,Deposit,754,ATM,Hospital
T003822,ACC00096,2024-02-25,Deposit,6430,Branch,LocalStore
T003823,ACC00384,2024-08-23,Transfer,3524,Branch,LocalStore
T003824,ACC00282,2023-10-21,Deposit,2940,Branch,Amazon
T003825,ACC00322,2023-09-08,Deposit,5547,Branch,LocalStore
T003826,ACC00396,2025-06-02,Deposit,6723,POS,Uber
T003827,ACC00278,2024-03-10,Transfer,185,POS,Shell
T003828,ACC00529,2025-05-13,Deposit,575,ATM,LocalStore
T003829,ACC00263,2025-04-11,Payment,3227,ATM,Target
T003830,ACC00619,2025-06-21,Transfer,4367,POS,Netflix
T003831,ACC00580,2024-01-21,Payment,5983,Online,Target
T003832,ACC00640,2023-11-18,Transfer,9596,Branch,Amazon
T003833,ACC00293,2024-05-01,Payment,5812,POS,Hospital
T003834,ACC00294,2023-11-16,Transfer,7044,ATM,Netflix
T003835,ACC00608,2024-04-21,Withdrawal,9422,Branch,Airbnb
T003836,ACC00395,2023-12-05,Deposit,957,ATM,Target
T003837,ACC00513,2023-10-16,Deposit,8786,Online,Uber
T003838,ACC00180,2024-07-18,Transfer,9822,Branch,Walmart
T003839,ACC00693,2024-04-19,Payment,3365,Online,Hospital
T003840,ACC00235,2025-01-12,Withdrawal,5261,Online,Hospital
T003841,ACC00337,2024-10-22,Payment,3201,Online,Uber
T003842,ACC00008,2024-08-15,Deposit,5857,POS,Uber
T003843,ACC00443,2024-03-06,Deposit,6726,ATM,Target
T003844,ACC00539,2025-07-22,Payment,541,Branch,Netflix
T003845,ACC00658,2024-01-30,Transfer,1241,POS,Amazon
T003846,ACC00091,2023-10-26,Transfer,1707,ATM,LocalStore
T003847,ACC00272,2024-06-11,Payment,3380,POS,Hospital
T003848,ACC00005,2024-11-09,Deposit,1555,ATM,Target
T003849,ACC00594,2025-02-06,Payment,1447,Branch,Target
T003850,ACC00219,2024-10-17,Deposit,8572,Branch,Target
T003851,ACC00118,2023-09-07,Payment,4514,Branch,Apple
T003852,ACC00593,2024-01-17,Transfer,5512,Branch,Shell
T003853,ACC00582,2024-08-04,Withdrawal,7618,ATM,Walmart
T003854,ACC00115,2025-08-13,Deposit,6007,POS,Amazon
T003855,ACC00263,2025-02-10,Withdrawal,5576,Branch,Airbnb
T003856,ACC00306,2024-12-21,Transfer,7796,Branch,Shell
T003857,ACC00654,2024-10-26,Payment,8818,Branch,Target
T003858,ACC00422,2024-05-06,Transfer,4176,Online,Netflix
T003859,ACC00207,2024-12-09,Withdrawal,4024,Branch,Target
T003860,ACC00623,2024-03-05,Transfer,2266,Branch,Netflix
T003861,ACC00303,2025-07-28,Transfer,4364,ATM,Uber
T003862,ACC00112,2024-12-22,Payment,3320,Online,Apple
T003863,ACC00417,2023-12-06,Withdrawal,7409,ATM,Hospital
T003864,ACC00555,2023-11-21,Withdrawal,941,POS,Amazon
T003865,ACC00285,2025-01-12,Withdrawal,2339,Online,Amazon
T003866,ACC00640,2023-10-02,Deposit,403,ATM,Airbnb
T003867,ACC00185,2024-02-29,Transfer,2475,ATM,LocalStore
T003868,ACC00741,2024-05-22,Withdrawal,3287,POS,Airbnb
T003869,ACC00221,2025-04-02,Transfer,5440,POS,Uber
T003870,ACC00444,2024-08-20,Payment,7012,Branch,Shell
T003871,ACC00117,2024-07-12,Payment,8827,Branch,Airbnb
T003872,ACC00070,2023-09-28,Deposit,5998,Online,Amazon
T003873,ACC00070,2024-12-24,Deposit,7519,Online,Apple
T003874,ACC00622,2024-02-24,Payment,5942,POS,Uber
T003875,ACC00427,2025-04-21,Withdrawal,9367,Online,Hospital
T003876,ACC00644,2024-02-19,Payment,2791,Branch,Airbnb
T003877,ACC00568,2025-01-21,Transfer,1649,POS,Netflix
T003878,ACC00443,2023-12-18,Deposit,8983,ATM,Apple
T003879,ACC00601,2025-01-05,Deposit,2284,POS,Walmart
T003880,ACC00137,2024-08-04,Payment,2490,Online,Amazon
T003881,ACC00504,2025-02-20,Withdrawal,6809,Branch,Target
T003882,ACC00131,2024-10-04,Withdrawal,8557,Branch,Hospital
T003883,ACC00218,2024-03-30,Transfer,4684,ATM,Amazon
T003884,ACC00688,2024-09-21,Deposit,3532,ATM,Uber
T003885,ACC00171,2025-07-18,Payment,6114,POS,Netflix
T003886,ACC00475,2025-07-28,Payment,5829,Branch,Airbnb
T003887,ACC00612,2024-01-15,Deposit,173,ATM,Uber
T003888,ACC00129,2024-02-07,Payment,6932,ATM,Apple
T003889,ACC00057,2024-10-04,Deposit,3391,POS,Netflix
T003890,ACC00181,2024-11-06,Withdrawal,2074,POS,Target
T003891,ACC00246,2024-08-07,Withdrawal,6599,Branch,LocalStore
T003892,ACC00144,2025-02-24,Payment,7457,Online,Airbnb
T003893,ACC00051,2024-10-21,Withdrawal,3994,Online,Hospital
T003894,ACC00368,2024-02-06,Withdrawal,3897,Branch,Amazon
T003895,ACC00459,2025-07-12,Transfer,349,Online,Netflix
T003896,ACC00218,2024-06-01,Deposit,4831,Branch,Airbnb
T003897,ACC00616,2024-03-01,Deposit,3791,Branch,Hospital
T003898,ACC00567,2025-08-11,Payment,3600,ATM,Shell
T003899,ACC00257,2024-08-13,Deposit,5140,Online,Uber
T003900,ACC00156,2023-12-13,Transfer,7701,Branch,Amazon
T003901,ACC00565,2024-10-05,Payment,9847,Online,Walmart
T003902,ACC00442,2024-11-09,Payment,7325,Online,Shell
T003903,ACC00699,2025-05-25,Deposit,7743,POS,Hospital
T003904,ACC00662,2023-10-08,Withdrawal,5059,Online,Shell
T003905,ACC00776,2025-06-05,Withdrawal,4714,Branch,Airbnb
T003906,ACC00762,2024-12-12,Withdrawal,648,ATM,Netflix
T003907,ACC00723,2024-04-07,Withdrawal,7719,Online,Walmart
T003908,ACC00025,2024-01-08,Transfer,5153,Branch,LocalStore
T003909,ACC00664,2023-12-18,Payment,1234,POS,Netflix
T003910,ACC00536,2025-07-07,Withdrawal,4255,Online,LocalStore
T003911,ACC00764,2024-06-22,Transfer,9751,ATM,Hospital
T003912,ACC00060,2024-09-19,Payment,5433,Online,Target
T003913,ACC00467,2024-06-28,Deposit,6617,Branch,Netflix
T003914,ACC00434,2025-06-30,Deposit,7417,Online,Hospital
T003915,ACC00066,2024-08-13,Transfer,9707,Online,Airbnb
T003916,ACC00565,2024-10-14,Payment,8083,POS,LocalStore
T003917,ACC00106,2024-12-21,Withdrawal,8162,Online,Hospital
T003918,ACC00096,2025-08-19,Payment,9577,ATM,Amazon
T003919,ACC00688,2025-04-06,Withdrawal,8869,Online,LocalStore
T003920,ACC00551,2025-07-16,Transfer,5778,POS,Airbnb
T003921,ACC00168,2025-07-06,Withdrawal,2384,Branch,Amazon
T003922,ACC00042,2024-01-06,Transfer,4100,Online,Hospital
T003923,ACC00104,2023-10-14,Payment,1025,Online,Shell
T003924,ACC00204,2025-08-16,Payment,345,POS,Apple
T003925,ACC00520,2024-07-13,Withdrawal,90,POS,Netflix
T003926,ACC00282,2024-09-03,Payment,2144,POS,Walmart
T003927,ACC00043,2024-11-30,Withdrawal,267,Online,Airbnb
T003928,ACC00110,2024-10-12,Payment,194,ATM,Target
T003929,ACC00210,2025-07-06,Deposit,6851,POS,Walmart
T003930,ACC00749,2024-04-14,Withdrawal,132,Branch,Hospital
T003931,ACC00049,2024-03-19,Transfer,8066,Online,Amazon
T003932,ACC00115,2024-06-03,Deposit,7273,Branch,LocalStore
T003933,ACC00155,2024-12-01,Transfer,4710,Branch,Walmart
T003934,ACC00649,2025-06-14,Payment,6668,ATM,Amazon
T003935,ACC00503,2025-05-28,Deposit,3524,Branch,Apple
T003936,ACC00679,2024-02-29,Payment,5643,POS,LocalStore
T003937,ACC00711,2025-01-28,Withdrawal,6087,POS,Netflix
T003938,ACC00071,2025-07-04,Transfer,1404,Online,Shell
T003939,ACC00519,2025-02-07,Payment,2362,ATM,Apple
T003940,ACC00712,2023-11-02,Transfer,9510,ATM,LocalStore
T003941,ACC00336,2024-10-15,Transfer,5971,Branch,Apple
T003942,ACC00067,2024-01-27,Payment,3954,ATM,Netflix
T003943,ACC00493,2024-02-03,Withdrawal,6415,Branch,Amazon
T003944,ACC00650,2024-06-03,Transfer,500,Branch,LocalStore
T003945,ACC00754,2025-07-22,Payment,1064,ATM,Hospital
T003946,ACC00213,2024-09-25,Withdrawal,711,Online,Airbnb
T003947,ACC00181,2023-10-12,Payment,2944,Branch,Walmart
T003948,ACC00766,2024-12-15,Withdrawal,5397,POS,Shell
T003949,ACC00613,2025-03-19,Transfer,6047,POS,Uber
T003950,ACC00599,2024-03-18,Deposit,4705,ATM,Target
T003951,ACC00697,2025-01-17,Payment,9336,ATM,Amazon
T003952,ACC00603,2024-11-15,Transfer,8281,Branch,Airbnb
T003953,ACC00248,2024-06-08,Payment,9037,Branch,Target
T003954,ACC00214,2025-06-25,Payment,8853,POS,Uber
T003955,ACC00359,2024-05-06,Withdrawal,426,Branch,LocalStore
T003956,ACC00249,2025-01-21,Payment,5576,POS,Apple
T003957,ACC00638,2025-06-16,Withdrawal,5183,Branch,Airbnb
T003958,ACC00516,2023-10-14,Transfer,6009,Online,Shell
T003959,ACC00088,2025-07-20,Payment,3876,Online,Netflix
T003960,ACC00663,2025-08-09,Transfer,8947,POS,Hospital
T003961,ACC00176,2024-10-15,Deposit,2012,Online,Walmart
T003962,ACC00723,2023-12-19,Transfer,249,Online,Apple
T003963,ACC00426,2023-09-18,Payment,1954,ATM,Amazon
T003964,ACC00771,2024-11-17,Deposit,6571,Branch,Target
T003965,ACC00603,2024-03-28,Withdrawal,9057,ATM,Amazon
T003966,ACC00771,2024-03-12,Deposit,5877,POS,Amazon
T003967,ACC00703,2024-03-02,Payment,3204,ATM,Airbnb
T003968,ACC00081,2023-09-27,Payment,7743,POS,Netflix
T003969,ACC00138,2024-10-31,Transfer,6369,Online,Target
T003970,ACC00433,2025-03-10,Withdrawal,7597,ATM,Target
T003971,ACC00470,2024-11-20,Payment,4814,Online,Target
T003972,ACC00350,2023-09-02,Payment,1363,Branch,Amazon
T003973,ACC00126,2024-11-02,Withdrawal,2890,Online,Airbnb
T003974,ACC00309,2024-01-05,Withdrawal,689,Branch,Amazon
T003975,ACC00230,2023-09-24,Transfer,8688,Online,Hospital
T003976,ACC00460,2025-06-17,Deposit,3630,ATM,Hospital
T003977,ACC00345,2024-07-29,Withdrawal,9640,ATM,Target
T003978,ACC00310,2024-01-24,Payment,4324,Online,Netflix
T003979,ACC00020,2024-10-23,Withdrawal,6874,POS,Netflix
T003980,ACC00561,2023-09-15,Payment,1494,POS,Target
T003981,ACC00647,2025-06-18,Transfer,700,Branch,LocalStore
T003982,ACC00541,2023-08-24,Deposit,8093,Branch,Shell
T003983,ACC00560,2025-08-01,Transfer,6135,Online,Target
T003984,ACC00477,2023-11-11,Withdrawal,9214,ATM,Airbnb
T003985,ACC00269,2025-07-08,Payment,6678,Branch,Airbnb
T003986,ACC00003,2024-06-28,Withdrawal,2357,Online,Airbnb
T003987,ACC00770,2025-06-16,Withdrawal,3718,Branch,Target
T003988,ACC00016,2024-06-27,Withdrawal,6386,ATM,Airbnb
T003989,ACC00606,2024-06-05,Withdrawal,7940,Branch,Airbnb
T003990,ACC00358,2025-06-25,Deposit,647,Online,Uber
T003991,ACC00646,2025-01-24,Payment,5876,Branch,Uber
T003992,ACC00133,2025-08-18,Withdrawal,6803,POS,Walmart
T003993,ACC00312,2025-02-05,Payment,3018,Branch,LocalStore
T003994,ACC00482,2024-10-14,Deposit,7226,ATM,Apple
T003995,ACC00544,2023-10-24,Payment,7382,ATM,Amazon
T003996,ACC00305,2023-12-01,Payment,5610,ATM,Airbnb
T003997,ACC00269,2024-05-01,Deposit,1409,ATM,Walmart
T003998,ACC00414,2025-01-13,Withdrawal,8013,Online,Hospital
T003999,ACC00025,2025-05-06,Payment,1515,Branch,Netflix
T004000,ACC00316,2025-04-04,Transfer,5852,Branch,Apple
T004001,ACC00571,2024-09-16,Payment,8451,Branch,Walmart
T004002,ACC00725,2023-08-27,Withdrawal,5330,Branch,Netflix
T004003,ACC00668,2025-02-28,Transfer,8737,Online,Target
T004004,ACC00276,2024-08-31,Withdrawal,6453,ATM,LocalStore
T004005,ACC00389,2023-10-09,Payment,3559,Branch,Uber
T004006,ACC00722,2025-07-05,Deposit,6962,Branch,Target
T004007,ACC00444,2024-05-03,Withdrawal,8659,ATM,Target
T004008,ACC00427,2024-12-14,Withdrawal,2748,POS,Walmart
T004009,ACC00057,2023-10-30,Deposit,3379,POS,LocalStore
T004010,ACC00697,2024-08-03,Payment,4145,ATM,Shell
T004011,ACC00566,2024-08-22,Withdrawal,7993,Branch,Airbnb
T004012,ACC00721,2024-06-18,Payment,3421,ATM,LocalStore
T004013,ACC00368,2025-07-12,Payment,5645,Branch,Walmart
T004014,ACC00342,2024-08-22,Payment,4079,Branch,Netflix
T004015,ACC00304,2023-11-27,Deposit,6261,POS,Apple
T004016,ACC00764,2023-09-03,Payment,3195,POS,Netflix
T004017,ACC00374,2025-06-22,Payment,3248,Branch,Target
T004018,ACC00112,2025-05-26,Transfer,8462,Branch,Hospital
T004019,ACC00006,2024-08-16,Transfer,5747,Branch,Hospital
T004020,ACC00703,2024-09-06,Transfer,9449,POS,Hospital
T004021,ACC00279,2024-06-11,Withdrawal,2583,Branch,LocalStore
T004022,ACC00382,2025-02-14,Withdrawal,6863,ATM,Shell
T004023,ACC00013,2024-03-22,Transfer,135,Online,Shell
T004024,ACC00303,2024-08-28,Deposit,9431,Online,Shell
T004025,ACC00556,2025-07-21,Deposit,1316,Branch,LocalStore
T004026,ACC00617,2025-04-28,Transfer,2111,ATM,Amazon
T004027,ACC00160,2024-08-18,Withdrawal,145,Branch,Shell
T004028,ACC00154,2024-01-06,Withdrawal,7321,ATM,Walmart
T004029,ACC00754,2024-01-27,Deposit,1469,POS,Uber
T004030,ACC00181,2024-12-07,Payment,4241,POS,Amazon
T004031,ACC00526,2024-07-31,Deposit,7666,Branch,Netflix
T004032,ACC00180,2025-02-12,Payment,822,POS,Hospital
T004033,ACC00377,2024-05-14,Withdrawal,7910,Branch,Amazon
T004034,ACC00776,2023-10-13,Withdrawal,9053,Online,Airbnb
T004035,ACC00168,2024-07-14,Transfer,9946,ATM,LocalStore
T004036,ACC00214,2023-08-24,Withdrawal,7578,ATM,Amazon
T004037,ACC00150,2024-07-18,Payment,880,Online,LocalStore
T004038,ACC00016,2025-01-28,Deposit,8836,Online,Uber
T004039,ACC00091,2025-06-05,Transfer,678,Online,Target
T004040,ACC00120,2025-07-31,Payment,1303,Online,Shell
T004041,ACC00253,2023-10-31,Deposit,8470,POS,Netflix
T004042,ACC00060,2023-10-30,Deposit,9062,ATM,Apple
T004043,ACC00266,2024-05-16,Deposit,8683,ATM,LocalStore
T004044,ACC00409,2025-07-06,Withdrawal,3400,Online,Airbnb
T004045,ACC00031,2025-08-03,Deposit,9463,Branch,Walmart
T004046,ACC00021,2024-02-09,Withdrawal,8304,Branch,Target
T004047,ACC00731,2025-04-24,Deposit,5559,Branch,Target
T004048,ACC00593,2024-09-30,Deposit,4897,Branch,Uber
T004049,ACC00289,2024-11-11,Withdrawal,4344,POS,Hospital
T004050,ACC00543,2025-08-16,Withdrawal,5694,ATM,Apple
T004051,ACC00498,2024-09-16,Payment,9083,ATM,Hospital
T004052,ACC00746,2025-01-31,Deposit,6760,ATM,Netflix
T004053,ACC00474,2024-05-26,Withdrawal,2245,Branch,Target
T004054,ACC00405,2024-08-18,Payment,4993,Online,Apple
T004055,ACC00548,2025-01-12,Payment,7762,Branch,Uber
T004056,ACC00132,2024-12-17,Withdrawal,5029,ATM,Hospital
T004057,ACC00324,2025-08-22,Deposit,8051,Branch,Shell
T004058,ACC00132,2024-02-26,Payment,2587,Online,Apple
T004059,ACC00521,2024-12-13,Deposit,685,Online,Apple
T004060,ACC00030,2025-08-18,Deposit,2449,Branch,LocalStore
T004061,ACC00627,2025-07-03,Payment,9883,ATM,Shell
T004062,ACC00301,2025-02-14,Withdrawal,5597,POS,Amazon
T004063,ACC00004,2024-02-19,Deposit,5955,ATM,Apple
T004064,ACC00325,2025-08-11,Transfer,9478,POS,Target
T004065,ACC00509,2024-11-21,Withdrawal,4777,ATM,Uber
T004066,ACC00237,2023-09-05,Payment,7014,Branch,Netflix
T004067,ACC00535,2024-04-14,Transfer,7738,POS,Airbnb
T004068,ACC00016,2023-12-08,Deposit,6619,ATM,Shell
T004069,ACC00534,2023-12-29,Withdrawal,4944,Branch,Walmart
T004070,ACC00584,2024-11-28,Transfer,3658,ATM,Airbnb
T004071,ACC00446,2025-08-20,Withdrawal,7141,Online,Airbnb
T004072,ACC00503,2023-12-02,Deposit,1322,Online,Target
T004073,ACC00230,2025-02-21,Withdrawal,9275,ATM,Hospital
T004074,ACC00107,2025-08-16,Transfer,4109,Branch,Airbnb
T004075,ACC00720,2023-11-29,Withdrawal,1664,ATM,Uber
T004076,ACC00389,2025-03-04,Payment,6028,Branch,Airbnb
T004077,ACC00720,2025-06-09,Payment,1295,POS,Hospital
T004078,ACC00263,2024-12-06,Transfer,7862,Online,LocalStore
T004079,ACC00563,2024-04-14,Withdrawal,8736,POS,Apple
T004080,ACC00065,2025-05-20,Transfer,7056,Branch,Amazon
T004081,ACC00265,2025-05-26,Withdrawal,5190,ATM,Target
T004082,ACC00338,2024-06-10,Deposit,1389,Online,LocalStore
T004083,ACC00301,2024-10-12,Payment,655,Branch,Uber
T004084,ACC00378,2024-11-14,Deposit,8225,Branch,Uber
T004085,ACC00175,2023-11-30,Withdrawal,5422,Online,Hospital
T004086,ACC00152,2024-06-10,Deposit,4662,ATM,Netflix
T004087,ACC00476,2024-04-19,Transfer,6844,Online,Target
T004088,ACC00266,2024-12-08,Transfer,4461,ATM,Target
T004089,ACC00329,2024-12-20,Withdrawal,6113,ATM,LocalStore
T004090,ACC00163,2024-09-28,Payment,7094,Branch,Airbnb
T004091,ACC00438,2024-11-07,Transfer,4134,ATM,Apple
T004092,ACC00343,2024-12-15,Payment,374,ATM,Airbnb
T004093,ACC00367,2024-01-28,Withdrawal,2665,Online,Netflix
T004094,ACC00465,2024-08-01,Payment,8610,Online,Shell
T004095,ACC00750,2023-12-03,Withdrawal,7443,ATM,Shell
T004096,ACC00199,2024-12-05,Deposit,1324,Branch,Walmart
T004097,ACC00500,2025-01-01,Withdrawal,5282,Online,LocalStore
T004098,ACC00016,2024-05-20,Deposit,228,POS,Hospital
T004099,ACC00296,2024-09-02,Withdrawal,4713,Branch,Netflix
T004100,ACC00511,2025-04-29,Transfer,5141,Online,Apple
T004101,ACC00788,2024-03-10,Transfer,1549,Online,Target
T004102,ACC00239,2024-11-28,Payment,3443,POS,Uber
T004103,ACC00581,2025-06-25,Withdrawal,1612,ATM,Netflix
T004104,ACC00301,2024-08-13,Withdrawal,2714,Online,Apple
T004105,ACC00006,2023-11-19,Withdrawal,5074,POS,Netflix
T004106,ACC00220,2025-06-04,Payment,3658,POS,Airbnb
T004107,ACC00766,2024-11-28,Transfer,1115,Online,Walmart
T004108,ACC00453,2024-01-03,Withdrawal,5746,Branch,Apple
T004109,ACC00433,2024-01-05,Payment,5822,Online,Airbnb
T004110,ACC00386,2025-06-12,Withdrawal,2498,POS,LocalStore
T004111,ACC00619,2025-03-11,Deposit,8818,Online,Uber
T004112,ACC00295,2023-10-24,Withdrawal,2428,Branch,Hospital
T004113,ACC00118,2024-10-31,Deposit,37,ATM,Walmart
T004114,ACC00405,2024-02-27,Payment,8217,ATM,Apple
T004115,ACC00680,2023-12-03,Payment,8534,Online,Apple
T004116,ACC00763,2025-06-03,Transfer,7987,Online,Amazon
T004117,ACC00594,2024-01-27,Withdrawal,4671,POS,Airbnb
T004118,ACC00566,2024-11-17,Payment,4559,Branch,Target
T004119,ACC00752,2024-09-23,Transfer,3963,POS,LocalStore
T004120,ACC00012,2025-05-19,Withdrawal,4271,POS,LocalStore
T004121,ACC00209,2024-03-09,Payment,8133,ATM,Apple
T004122,ACC00165,2024-07-25,Deposit,4983,POS,LocalStore
T004123,ACC00294,2025-06-24,Payment,8446,POS,Walmart
T004124,ACC00519,2023-09-06,Deposit,1366,ATM,Hospital
T004125,ACC00078,2024-05-24,Transfer,9144,ATM,Shell
T004126,ACC00434,2025-07-01,Transfer,3477,Branch,Hospital
T004127,ACC00577,2024-06-23,Withdrawal,6974,Branch,Hospital
T004128,ACC00614,2024-01-16,Withdrawal,7077,Branch,Hospital
T004129,ACC00799,2024-05-03,Withdrawal,1755,Online,Amazon
T004130,ACC00683,2024-06-01,Transfer,3889,ATM,Target
T004131,ACC00077,2023-10-25,Deposit,3787,Online,Shell
T004132,ACC00048,2024-05-26,Withdrawal,2125,Online,Shell
T004133,ACC00767,2024-04-17,Withdrawal,6267,Branch,Hospital
T004134,ACC00082,2025-08-16,Transfer,2277,ATM,Shell
T004135,ACC00721,2025-04-22,Deposit,2277,Online,Apple
T004136,ACC00209,2024-02-11,Payment,9698,POS,Walmart
T004137,ACC00445,2024-04-15,Withdrawal,7096,POS,Target
T004138,ACC00596,2024-08-06,Payment,4491,ATM,LocalStore
T004139,ACC00522,2024-02-04,Payment,7475,Online,Walmart
T004140,ACC00029,2024-02-27,Withdrawal,939,Branch,Apple
T004141,ACC00304,2024-10-29,Transfer,7783,Online,Amazon
T004142,ACC00465,2024-04-09,Withdrawal,3334,POS,Target
T004143,ACC00502,2024-06-07,Deposit,4597,POS,Amazon
T004144,ACC00446,2025-01-04,Deposit,366,Branch,Netflix
T004145,ACC00628,2023-10-01,Withdrawal,4320,ATM,Uber
T004146,ACC00490,2025-08-10,Payment,4074,Online,Amazon
T004147,ACC00781,2025-08-21,Deposit,5509,POS,Airbnb
T004148,ACC00428,2024-04-09,Deposit,3851,Online,Uber
T004149,ACC00559,2024-12-22,Withdrawal,9028,Branch,Hospital
T004150,ACC00359,2024-12-29,Withdrawal,5343,Branch,Hospital
T004151,ACC00091,2025-05-07,Transfer,6681,ATM,Walmart
T004152,ACC00053,2025-01-02,Withdrawal,7069,Branch,Apple
